Tag	Monat	Jahr	Zahl1A	Zahl2A	Zahl3A	Zahl4A	Zahl5A	Zahl6A	ZusatzzahlA	Zahl1B	Zahl2B	Zahl3B	Zahl4B	Zahl5B	Zahl6B	ZusatzzahlB	Superzahl1	Superzahl2
24	10	1990	27	14	12	4	17	25	31		46	10	17	11	26	41	8		 	
31	10	1990	27	25	40	23	7	10	48		45	16	36	49	31	19	42		 	
7	11	1990	5	4	42	45	39	43	32		33	47	41	40	4	2	34		 	
14	11	1990	6	39	25	17	43	1	28		30	11	31	18	2	17	47		 	
21	11	1990	6	39	34	16	25	22	3		45	42	14	39	43	15	38		 	
28	11	1990	49	2	3	31	36	17	5		12	48	18	46	25	17	24		 	
5	12	1990	6	20	42	31	40	23	17		17	1	46	44	11	9	30		 	
12	12	1990	6	35	4	43	23	13	11		19	32	31	21	45	6	3		 	
19	12	1990	6	24	28	14	23	42	4		9	20	36	31	49	25	38		 	
26	12	1990	28	27	18	7	49	45	36		43	45	26	32	20	1	46		 	
2	1	1991	26	30	40	12	45	10	49		4	45	33	48	40	3	24		 	
9	1	1991	38	26	46	41	16	23	4		27	39	22	42	3	34	36		 	
16	1	1991	17	1	34	3	18	11	19		20	28	21	45	33	29	5		 	
23	1	1991	5	30	28	41	20	29	45		43	37	47	7	18	1	17		 	
30	1	1991	31	13	43	32	26	39	37		6	32	19	44	8	14	9		 	
6	2	1991	43	44	33	12	24	25	36		21	5	37	13	38	22	9		 	
13	2	1991	15	33	45	46	39	49	16		36	48	46	32	15	43	24		 	
20	2	1991	12	22	11	48	27	28	33		23	20	31	2	34	5	21		 	
27	2	1991	47	8	1	15	19	20	14		27	34	15	4	33	49	48		 	
6	3	1991	14	20	41	24	39	13	38		4	17	9	26	14	7	25		 	
13	3	1991	35	8	39	15	22	11	45		23	24	19	16	1	43	20		 	
20	3	1991	35	47	31	43	41	26	2		46	49	9	40	25	23	1		 	
27	3	1991	8	18	7	29	20	23	3		20	37	9	46	23	28	17		 	
3	4	1991	47	9	44	19	37	27	1		39	48	17	7	34	19	4		 	
10	4	1991	22	23	48	35	21	29	4		26	37	48	1	25	8	20		 	
17	4	1991	31	28	15	7	40	26	49		26	2	17	28	16	24	21		 	
24	4	1991	29	26	8	16	17	9	45		46	7	49	24	33	9	20		 	
1	5	1991	43	13	28	38	24	25	48		24	47	44	27	34	12	46		 	
8	5	1991	40	35	26	1	19	27	29		31	34	27	21	35	29	1		 	
15	5	1991	10	44	31	42	13	45	12		35	5	37	17	1	12	41		 	
22	5	1991	21	2	11	38	18	37	46		26	2	36	40	12	20	24		 	
29	5	1991	29	27	18	10	22	8	24		2	17	48	4	31	28	42		 	
5	6	1991	32	35	38	40	9	26	28		21	7	11	35	48	1	28		 	
12	6	1991	23	27	28	14	47	12	1		8	19	23	13	20	45	16		 	
19	6	1991	30	33	13	49	29	5	7		22	1	35	36	44	45	3		 	
26	6	1991	14	25	4	28	26	45	46		42	15	36	41	45	7	37		 	
3	7	1991	19	18	21	20	31	2	27		21	40	44	42	26	33	11		 	
10	7	1991	4	20	29	6	41	8	11		18	33	12	29	7	15	17		 	
17	7	1991	3	34	18	49	13	31	37		6	47	28	46	29	35	33		 	
24	7	1991	30	26	32	42	11	16	13		42	3	28	10	27	23	19		 	
31	7	1991	16	31	30	9	33	27	6		24	21	17	12	33	30	47		 	
7	8	1991	30	6	22	14	26	7	41		20	47	17	40	5	46	48		 	
14	8	1991	7	14	48	27	28	32	39		40	1	36	21	39	13	9		 	
21	8	1991	5	48	17	6	47	14	42		49	27	45	31	46	14	34		 	
28	8	1991	45	27	7	43	37	35	38		31	45	26	23	43	14	22		 	
4	9	1991	14	5	1	7	4	33	13		46	8	9	16	21	20	15		 	
11	9	1991	4	35	27	11	43	6	36		35	10	36	31	39	26	37		 	
18	9	1991	21	15	3	34	26	39	32		9	3	10	1	49	5	46		 	
25	9	1991	15	3	38	32	12	14	18		3	24	16	6	9	29	36		 	
2	10	1991	27	35	38	21	36	41	25		31	17	48	40	25	47	12		 	
9	10	1991	25	28	24	18	30	31	6		9	49	18	30	45	14	7		 	
16	10	1991	12	40	19	32	26	22	37		27	15	42	48	40	37	1		 	
23	10	1991	9	29	40	5	44	7	30		21	3	42	48	29	39	8		 	
30	10	1991	15	12	45	1	3	9	42		17	5	49	21	46	38	19		 	
6	11	1991	6	26	17	22	29	12	44		48	18	44	24	41	16	34		 	
13	11	1991	36	40	15	39	22	45	7		26	36	6	31	37	45	14		 	
20	11	1991	7	43	36	30	18	16	41		29	36	8	40	15	33	39		 	
27	11	1991	6	1	17	29	34	42	5		10	40	46	29	1	47	16		 	
4	12	1991	20	12	4	16	39	44	18		48	13	12	11	27	40	22		 	
11	12	1991	24	47	30	20	8	32	15		30	43	47	16	14	32	25		 	
18	12	1991	3	48	30	16	1	33	26		28	4	13	36	42	24	8		 	
25	12	1991	25	44	38	20	37	1	41		31	38	34	30	12	23	8		 	
1	1	1992	27	7	41	6	48	17	39		23	41	34	10	17	1	24		 	
8	1	1992	27	33	46	5	22	21	23		41	39	32	47	33	5	9		 	
15	1	1992	33	17	38	15	27	16	44		41	15	30	35	43	21	7		 	
22	1	1992	47	6	3	26	17	32	38		48	21	29	13	10	8	45		 	
29	1	1992	35	27	43	9	5	23	39		29	41	10	39	34	26	13		 	
5	2	1992	43	1	25	36	28	47	44		9	33	6	46	5	16	40		 	
12	2	1992	27	15	29	40	6	32	20		36	5	32	20	31	2	37		 	
19	2	1992	3	8	7	43	6	48	25		18	41	4	30	39	27	8		 	
26	2	1992	43	10	39	1	31	3	14		3	49	38	40	16	8	25		 	
